LOCALIDAD	CIUDAD_BASE	LATITUD	LONGITUD	DEMANDA_PALLETS_ANUAL	POBLACION_ESTIMADA	TIPO_LOCALIDAD	CLASIFICACION_ABC	REGION	ZONA_GEOGRAFICA	DENSIDAD_DEMANDA
Pueblo Norte 12090	Bogotá	4.658271	-74.014244	5238	66309	Urbano	A	Cundinamarca	Andina	0.06
Barrio Norte 12091	Guayaquil	-2.176032	-79.90859	8	135	Rural	C	Guayas	Costa	0.11
Caserío Bajo 12092	Cartagena	10.437244	-75.425257	186	2495	Rural	C	Bolívar	Caribe	0.06
Caserío Alto 12093	Trujillo	-8.081915	-79.100865	639	8005	Urbano	C	La Libertad	Costa	0.15
Sector Central 12094	Cali	3.476091	-76.56426	1188	11590	Urbano	B	Valle del Cauca	Pacífico	0.1
Centro Este 12095	Bogotá	4.7859	-74.053589	61	888	Rural	C	Cundinamarca	Andina	0.1
Pueblo Central 12096	Cartagena	10.329919	-75.352047	1046	12215	Urbano	B	Bolívar	Caribe	0.1
Caserío Alto 12097	Lima	-12.030768	-77.008874	768	8472	Urbano	C	Lima	Costa	0.08
Caserío Sur 12098	Cuenca	-2.937265	-78.939294	734	7037	Urbano	C	Azuay	Sierra	0.07
Zona Comercial Viejo 12099	Manta	-0.902023	-80.668611	5074	46397	Urbano	A	Manabí	Costa	0.07
Centro Industrial 12100	Bogotá	4.657051	-73.998202	7578	70481	Urbano	A	Cundinamarca	Andina	0.07
Zona Comercial Sur 12101	Trujillo	-8.032531	-79.065541	39	766	Rural	C	La Libertad	Costa	0.11
Pueblo Industrial 12102	Guayaquil	-2.12288	-79.950718	1099	15070	Urbano	B	Guayas	Costa	0.11
Anexo Sur 12103	Cali	3.340794	-76.441794	3181	42736	Urbano	A	Valle del Cauca	Pacífico	0.15
Anexo Nuevo 12104	El Alto	-16.49463	-68.201837	3979	786	Comercial	A	La Paz	Altiplano	0.14
Urbanización Viejo 12105	Arequipa	-16.450163	-71.528153	2262	23458	Urbano	A	Arequipa	Sierra	0.13
Zona Comercial Industrial 12106	Bogotá	4.693923	-74.112803	993	9037	Urbano	B	Cundinamarca	Andina	0.09
Anexo Alto 12107	Cartagena	10.368542	-75.546648	3133	43696	Urbano	A	Bolívar	Caribe	0.08
Barrio Alto 12108	Iquitos	-3.738009	-73.317138	110	2773	Rural	C	Loreto	Selva	0.14
Pueblo Industrial 12109	Cali	3.433887	-76.55062	619	9377	Urbano	C	Valle del Cauca	Pacífico	0.12
Pueblo Bajo 12110	La Paz	-16.442049	-68.226046	3408	651	Comercial	A	La Paz	Altiplano	0.11
Zona Comercial Nuevo 12111	Chiclayo	-6.853322	-79.774392	166	2398	Urbano	C	Lambayeque	Costa	0.15
Distrito Este 12112	Guayaquil	-2.240278	-79.919655	7062	79217	Urbano	A	Guayas	Costa	0.12
Villa Oeste 12113	Arequipa	-16.417857	-71.551881	6621	57463	Urbano	A	Arequipa	Sierra	0.14
Barrio Bajo 12114	Chiclayo	-6.780415	-79.792228	808	11558	Urbano	B	Lambayeque	Costa	0.06
Barrio Este 12115	Cartagena	10.449527	-75.436104	285	2897	Urbano	C	Bolívar	Caribe	0.08
Distrito Nuevo 12116	Barranquilla	10.942091	-74.723658	2973	43701	Urbano	A	Atlántico	Caribe	0.06
Barrio Central 12117	Cali	3.453427	-76.565141	817	12349	Urbano	B	Valle del Cauca	Pacífico	0.06
Anexo Grande 12118	El Alto	-16.571937	-68.247339	167	2732	Rural	C	La Paz	Altiplano	0.15
Distrito Viejo 12119	Lima	-12.032981	-77.058891	291	4017	Urbano	C	Lima	Costa	0.13
Urbanización Grande 12120	Trujillo	-8.1114	-79.015673	1819	22628	Urbano	B	La Libertad	Costa	0.09
Barrio Central 12121	El Alto	-16.557714	-68.021778	527	5792	Urbano	C	La Paz	Altiplano	0.11
Centro Norte 12122	Manta	-0.986341	-80.659671	1722	14586	Urbano	B	Manabí	Costa	0.13
Centro Sur 12123	Santa Cruz	-17.754402	-63.143811	941	18694	Urbano	B	Santa Cruz	Llanos	0.13
Anexo Industrial 12124	Medellín	6.263136	-75.544729	30	786	Rural	C	Antioquia	Andina	0.11
Caserío Nuevo 12125	Barranquilla	10.993589	-74.824277	430	7145	Urbano	C	Atlántico	Caribe	0.14
Sector Alto 12126	Quito	-0.260962	-78.418487	2879	33824	Urbano	A	Pichincha	Sierra	0.11
Sector Norte 12127	El Alto	-16.568935	-68.11399	1070	10760	Urbano	B	La Paz	Altiplano	0.05
Barrio Grande 12128	Barranquilla	10.867292	-74.847755	755	7300	Urbano	C	Atlántico	Caribe	0.13
Barrio Nuevo 12129	Manta	-0.992875	-80.668271	1701	25403	Urbano	B	Manabí	Costa	0.12
Villa Grande 12130	Manta	-0.966648	-80.728493	337	5333	Urbano	C	Manabí	Costa	0.07
Zona Comercial Alto 12131	Trujillo	-8.060879	-79.049675	1240	15147	Urbano	B	La Libertad	Costa	0.08
Barrio Alto 12132	Manta	-1.007735	-80.707784	3788	56442	Urbano	A	Manabí	Costa	0.12
Pueblo Alto 12133	Cusco	-13.52122	-71.826591	54	961	Rural	C	Cusco	Sierra	0.14
Zona Comercial Grande 12134	Lima	-12.042793	-76.98768	2387	33728	Urbano	A	Lima	Costa	0.07
Distrito Central 12135	Quito	-0.175814	-78.486949	47	1337	Rural	C	Pichincha	Sierra	0.15
Sector Grande 12136	Lima	-11.97618	-77.002218	1757	15377	Urbano	B	Lima	Costa	0.15
Villa Viejo 12137	Huancayo	-12.058435	-75.303201	2402	24964	Urbano	A	Junín	Sierra	0.07
Caserío Grande 12138	Cochabamba	-17.36935	-66.207374	1938	35869	Urbano	B	Cochabamba	Valles	0.11
Centro Sur 12139	Cartagena	10.342249	-75.401138	3129	32515	Urbano	A	Bolívar	Caribe	0.09
Zona Comercial Bajo 12140	Iquitos	-3.769403	-73.325167	95	1688	Rural	C	Loreto	Selva	0.12
Sector Viejo 12141	Lima	-11.971369	-77.00248	209	2361	Urbano	C	Lima	Costa	0.07
Sector Este 12142	Trujillo	-8.102051	-78.944854	5750	63230	Urbano	A	La Libertad	Costa	0.06
Centro Bajo 12143	Barranquilla	11.022157	-74.773123	7342	112046	Urbano	A	Atlántico	Caribe	0.08
Distrito Oeste 12144	Trujillo	-8.171337	-78.986955	4479	312	Comercial	A	La Libertad	Costa	0.12
Distrito Nuevo 12145	Lima	-12.019044	-77.085537	3477	61423	Urbano	A	Lima	Costa	0.05
Sector Nuevo 12146	Cochabamba	-17.300532	-66.163222	5122	43627	Urbano	A	Cochabamba	Valles	0.09
Caserío Central 12147	Manta	-1.002012	-80.775997	43	953	Rural	C	Manabí	Costa	0.09
Zona Comercial Grande 12148	Manta	-0.949804	-80.708426	1184	10303	Urbano	B	Manabí	Costa	0.09
Anexo Oeste 12149	Quito	-0.229056	-78.48932	805	7370	Urbano	B	Pichincha	Sierra	0.09
Caserío Sur 12150	Cusco	-13.550267	-71.946123	5537	47598	Urbano	A	Cusco	Sierra	0.05
Villa Este 12151	Chiclayo	-6.765524	-79.78973	1112	10326	Urbano	B	Lambayeque	Costa	0.06
Anexo Central 12152	Santa Cruz	-17.828435	-63.141745	205	3032	Urbano	C	Santa Cruz	Llanos	0.14
Distrito Este 12153	Trujillo	-8.078542	-79.072861	2065	18670	Urbano	A	La Libertad	Costa	0.05
Centro Industrial 12154	Lima	-12.011353	-77.044009	168	2282	Rural	C	Lima	Costa	0.07
Urbanización Bajo 12155	Barranquilla	10.957176	-74.833586	817	957	Comercial	B	Atlántico	Caribe	0.13
Caserío Este 12156	Arequipa	-16.352211	-71.469141	915	10105	Urbano	B	Arequipa	Sierra	0.13
Distrito Este 12157	Quito	-0.173538	-78.408343	238	4511	Urbano	C	Pichincha	Sierra	0.13
Caserío Viejo 12158	Arequipa	-16.449255	-71.495241	1495	16483	Urbano	B	Arequipa	Sierra	0.06
Centro Viejo 12159	Medellín	6.313112	-75.556069	1783	23230	Urbano	B	Antioquia	Andina	0.11
Zona Comercial Central 12160	Trujillo	-8.120295	-78.968074	7	211	Rural	C	La Libertad	Costa	0.06
Zona Comercial Viejo 12161	Santa Cruz	-17.758401	-63.142705	644	6444	Urbano	C	Santa Cruz	Llanos	0.1
Zona Comercial Norte 12162	Cusco	-13.496145	-71.951556	608	5440	Urbano	C	Cusco	Sierra	0.07
Distrito Este 12163	Guayaquil	-2.211176	-79.951394	93	1510	Rural	C	Guayas	Costa	0.1
Centro Norte 12164	Lima	-12.011912	-77.125956	1244	17879	Urbano	B	Lima	Costa	0.08
Anexo Industrial 12165	Cartagena	10.356959	-75.532657	119	2400	Rural	C	Bolívar	Caribe	0.12
Anexo Oeste 12166	Huancayo	-12.061745	-75.162435	2481	23118	Urbano	A	Junín	Sierra	0.08
Pueblo Norte 12167	Quito	-0.260085	-78.472076	183	2297	Urbano	C	Pichincha	Sierra	0.08
Urbanización Bajo 12168	Guayaquil	-2.210083	-79.948842	2920	29128	Urbano	A	Guayas	Costa	0.07
Urbanización Oeste 12169	Lima	-12.130047	-77.124075	2000	88	Comercial	A	Lima	Costa	0.15
Pueblo Este 12170	Guayaquil	-2.202931	-79.93778	64	1812	Rural	C	Guayas	Costa	0.06
Pueblo Este 12171	Iquitos	-3.8018	-73.269292	2205	20587	Urbano	A	Loreto	Selva	0.09
Urbanización Industrial 12172	Arequipa	-16.451709	-71.479786	74	2293	Rural	C	Arequipa	Sierra	0.06
Centro Alto 12173	Huancayo	-12.044759	-75.264219	217	3527	Urbano	C	Junín	Sierra	0.14
Zona Comercial Central 12174	Arequipa	-16.458772	-71.471929	4515	41676	Urbano	A	Arequipa	Sierra	0.14
Centro Oeste 12175	Cusco	-13.594584	-71.923065	653	8331	Urbano	C	Cusco	Sierra	0.14
Pueblo Norte 12176	Manta	-0.914652	-80.724902	200	2939	Rural	C	Manabí	Costa	0.1
Anexo Sur 12177	La Paz	-16.471318	-68.167833	1773	31915	Urbano	B	La Paz	Altiplano	0.12
Centro Norte 12178	Lima	-12.040567	-76.987205	151	2097	Rural	C	Lima	Costa	0.09
Barrio Chico 12179	Huancayo	-12.094805	-75.210515	666	12772	Urbano	C	Junín	Sierra	0.09
Centro Norte 12180	Barranquilla	10.928955	-74.731844	1924	24642	Urbano	B	Atlántico	Caribe	0.11
Anexo Oeste 12181	Cartagena	10.362267	-75.449193	846	8290	Urbano	B	Bolívar	Caribe	0.07
Urbanización Este 12182	Cuenca	-2.865799	-79.036511	1471	13102	Urbano	B	Azuay	Sierra	0.06
Centro Alto 12183	Medellín	6.26081	-75.698981	10466	101060	Urbano	A	Antioquia	Andina	0.07
Zona Comercial Central 12184	Chiclayo	-6.674539	-79.81706	837	7237	Urbano	B	Lambayeque	Costa	0.08
Barrio Industrial 12185	Trujillo	-8.144641	-78.968849	2293	526	Comercial	A	La Libertad	Costa	0.12
Zona Comercial Viejo 12186	Cali	3.437312	-76.523733	584	5622	Urbano	C	Valle del Cauca	Pacífico	0.08
Zona Comercial Chico 12187	Iquitos	-3.775364	-73.234974	3172	26491	Urbano	A	Loreto	Selva	0.1
Distrito Alto 12188	Lima	-12.066645	-77.097581	1393	17289	Urbano	B	Lima	Costa	0.06
Sector Norte 12189	Trujillo	-8.196596	-78.955324	15	239	Rural	C	La Libertad	Costa	0.15
Centro Nuevo 12190	Chiclayo	-6.769959	-79.868509	855	397	Comercial	B	Lambayeque	Costa	0.1
Pueblo Central 12191	Cali	3.442213	-76.535491	2046	18212	Urbano	A	Valle del Cauca	Pacífico	0.11
Sector Nuevo 12192	Chiclayo	-6.793577	-79.947952	257	2224	Urbano	C	Lambayeque	Costa	0.06
Zona Comercial Grande 12193	Iquitos	-3.748238	-73.267313	2130	370	Comercial	A	Loreto	Selva	0.07
Sector Bajo 12194	Iquitos	-3.77706	-73.202332	7989	79848	Urbano	A	Loreto	Selva	0.14
Pueblo Alto 12195	Lima	-12.035518	-77.052634	1119	13185	Urbano	B	Lima	Costa	0.12
Pueblo Bajo 12196	Trujillo	-8.04913	-78.98932	1307	14236	Urbano	B	La Libertad	Costa	0.12
Villa Nuevo 12197	Arequipa	-16.400449	-71.492115	8	265	Rural	C	Arequipa	Sierra	0.08
Anexo Sur 12198	Cochabamba	-17.453805	-66.127873	3982	39240	Urbano	A	Cochabamba	Valles	0.12
Zona Comercial Este 12199	El Alto	-16.609187	-68.263461	247	2895	Urbano	C	La Paz	Altiplano	0.07
Anexo Viejo 12200	La Paz	-16.521763	-68.142312	51	901	Rural	C	La Paz	Altiplano	0.13
Caserío Norte 12201	Cartagena	10.433285	-75.478304	330	6096	Urbano	C	Bolívar	Caribe	0.12
Distrito Nuevo 12202	Bogotá	4.796871	-74.014635	2520	23659	Urbano	A	Cundinamarca	Andina	0.13
Zona Comercial Viejo 12203	Arequipa	-16.380083	-71.473004	221	2465	Urbano	C	Arequipa	Sierra	0.07
Pueblo Industrial 12204	Cochabamba	-17.38877	-66.25722	2157	18196	Urbano	A	Cochabamba	Valles	0.13
Anexo Industrial 12205	La Paz	-16.578677	-68.256818	345	4382	Urbano	C	La Paz	Altiplano	0.15
Zona Comercial Bajo 12206	Cochabamba	-17.380838	-66.147077	3922	568	Comercial	A	Cochabamba	Valles	0.11
Distrito Grande 12207	Cartagena	10.329083	-75.45417	1027	15847	Urbano	B	Bolívar	Caribe	0.13
Urbanización Norte 12208	Barranquilla	10.93193	-74.739565	613	5145	Urbano	C	Atlántico	Caribe	0.06
Centro Norte 12209	Manta	-0.915448	-80.70109	579	6625	Urbano	C	Manabí	Costa	0.07
Caserío Alto 12210	Trujillo	-8.132933	-79.019826	1843	24670	Urbano	B	La Libertad	Costa	0.08
Villa Oeste 12211	Guayaquil	-2.181818	-80.036951	3981	316	Comercial	A	Guayas	Costa	0.08
Anexo Nuevo 12212	Medellín	6.235474	-75.573015	14346	130560	Urbano	A	Antioquia	Andina	0.14
Caserío Central 12213	Cochabamba	-17.363959	-66.14598	287	3283	Urbano	C	Cochabamba	Valles	0.1
Villa Viejo 12214	Cusco	-13.505999	-71.990842	116	2747	Rural	C	Cusco	Sierra	0.09
Zona Comercial Oeste 12215	Manta	-0.951692	-80.636007	2131	25061	Urbano	A	Manabí	Costa	0.13
Zona Comercial Oeste 12216	Cartagena	10.450757	-75.418322	5207	86554	Urbano	A	Bolívar	Caribe	0.11
Zona Comercial Norte 12217	Medellín	6.210958	-75.57595	590	5047	Urbano	C	Antioquia	Andina	0.09
Urbanización Nuevo 12218	Medellín	6.287427	-75.608945	555	9663	Urbano	C	Antioquia	Andina	0.06
Centro Bajo 12219	Arequipa	-16.434819	-71.50463	1070	513	Comercial	B	Arequipa	Sierra	0.06
Anexo Industrial 12220	Bogotá	4.760216	-74.053113	316	4191	Urbano	C	Cundinamarca	Andina	0.1
Caserío Central 12221	Cali	3.401071	-76.433388	298	5615	Urbano	C	Valle del Cauca	Pacífico	0.13
Centro Industrial 12222	Quito	-0.085933	-78.57597	1900	24898	Urbano	B	Pichincha	Sierra	0.12
Barrio Norte 12223	Quito	-0.157396	-78.462587	1588	20152	Urbano	B	Pichincha	Sierra	0.12
Barrio Norte 12224	Cusco	-13.551688	-71.987866	114	2994	Rural	C	Cusco	Sierra	0.08
Barrio Central 12225	Barranquilla	10.972544	-74.806369	2030	27256	Urbano	A	Atlántico	Caribe	0.09
Barrio Grande 12226	Huancayo	-12.014566	-75.268905	2732	24567	Urbano	A	Junín	Sierra	0.1
Caserío Alto 12227	Barranquilla	10.857571	-74.73865	2288	22697	Urbano	A	Atlántico	Caribe	0.1
Barrio Central 12228	Chiclayo	-6.76453	-79.875525	67	1236	Rural	C	Lambayeque	Costa	0.09
Zona Comercial Norte 12229	Lima	-12.011092	-77.079987	1071	280	Comercial	B	Lima	Costa	0.1
Villa Este 12230	Manta	-0.947706	-80.756462	252	2150	Urbano	C	Manabí	Costa	0.12
Barrio Norte 12231	Lima	-12.117348	-76.995468	1944	26530	Urbano	B	Lima	Costa	0.1
Pueblo Oeste 12232	Cali	3.438157	-76.454777	3545	51614	Urbano	A	Valle del Cauca	Pacífico	0.14
Distrito Central 12233	Lima	-12.04821	-77.021226	287	5332	Urbano	C	Lima	Costa	0.06
Barrio Nuevo 12234	Cuenca	-2.888942	-78.992794	2315	43566	Urbano	A	Azuay	Sierra	0.13
Caserío Este 12235	Quito	-0.207854	-78.485332	100	2567	Rural	C	Pichincha	Sierra	0.09
Pueblo Sur 12236	Lima	-11.991574	-77.029244	697	6180	Urbano	C	Lima	Costa	0.13
Zona Comercial Chico 12237	Barranquilla	11.020668	-74.864616	27	637	Rural	C	Atlántico	Caribe	0.1
Sector Este 12238	Barranquilla	11.027597	-74.802368	1083	17383	Urbano	B	Atlántico	Caribe	0.08
Centro Oeste 12239	Cuenca	-2.848271	-78.933718	1877	22796	Urbano	B	Azuay	Sierra	0.14
Pueblo Industrial 12240	Santa Cruz	-17.782187	-63.134563	561	9464	Urbano	C	Santa Cruz	Llanos	0.11
Pueblo Oeste 12241	El Alto	-16.60661	-68.168171	5788	57020	Urbano	A	La Paz	Altiplano	0.07
Pueblo Viejo 12242	Iquitos	-3.782953	-73.323872	4944	982	Comercial	A	Loreto	Selva	0.13
Urbanización Industrial 12243	Lima	-12.008613	-77.02869	3552	35907	Urbano	A	Lima	Costa	0.08
Zona Comercial Bajo 12244	Barranquilla	10.931088	-74.847327	2895	546	Comercial	A	Atlántico	Caribe	0.14
Sector Grande 12245	Cartagena	10.343854	-75.4429	825	513	Comercial	B	Bolívar	Caribe	0.12
Sector Grande 12246	Cartagena	10.341121	-75.475185	760	11812	Urbano	C	Bolívar	Caribe	0.08
Urbanización Alto 12247	Cartagena	10.490257	-75.459773	1814	17351	Urbano	B	Bolívar	Caribe	0.08
Barrio Grande 12248	Medellín	6.294239	-75.515816	2927	26178	Urbano	A	Antioquia	Andina	0.15
Anexo Sur 12249	Bogotá	4.733305	-74.094821	620	7591	Urbano	C	Cundinamarca	Andina	0.06
Urbanización Industrial 12250	Huancayo	-12.09014	-75.179288	832	11325	Urbano	B	Junín	Sierra	0.12
Sector Grande 12251	Cusco	-13.557423	-72.033404	165	2756	Rural	C	Cusco	Sierra	0.07
Caserío Norte 12252	Barranquilla	10.954419	-74.790824	408	7567	Urbano	C	Atlántico	Caribe	0.09
Caserío Grande 12253	Cali	3.461973	-76.593622	289	4952	Urbano	C	Valle del Cauca	Pacífico	0.14
Sector Industrial 12254	Cartagena	10.47532	-75.548914	889	12989	Urbano	B	Bolívar	Caribe	0.12
Sector Sur 12255	Cali	3.495241	-76.472225	3836	47521	Urbano	A	Valle del Cauca	Pacífico	0.06
Barrio Bajo 12256	Cali	3.429038	-76.606079	25	561	Rural	C	Valle del Cauca	Pacífico	0.12
Zona Comercial Alto 12257	Trujillo	-8.12827	-78.924959	1109	12937	Urbano	B	La Libertad	Costa	0.13
Urbanización Viejo 12258	Trujillo	-8.067808	-79.023144	1836	31771	Urbano	B	La Libertad	Costa	0.08
Urbanización Grande 12259	Cuenca	-2.988049	-78.970852	2580	27330	Urbano	A	Azuay	Sierra	0.06
Centro Sur 12260	Arequipa	-16.316188	-71.546441	4103	171	Comercial	A	Arequipa	Sierra	0.09
Zona Comercial Oeste 12261	El Alto	-16.478029	-68.140579	1680	18546	Urbano	B	La Paz	Altiplano	0.09
Zona Comercial Nuevo 12262	Iquitos	-3.695528	-73.312019	3149	320	Comercial	A	Loreto	Selva	0.13
Sector Este 12263	Cali	3.425935	-76.470254	1866	23867	Urbano	B	Valle del Cauca	Pacífico	0.07
Pueblo Alto 12264	Trujillo	-8.111899	-78.990879	3219	27979	Urbano	A	La Libertad	Costa	0.1
Anexo Viejo 12265	Lima	-12.109889	-77.060705	598	5287	Urbano	C	Lima	Costa	0.1
Villa Bajo 12266	Cochabamba	-17.380739	-66.19949	3859	237	Comercial	A	Cochabamba	Valles	0.05
Centro Central 12267	Huancayo	-12.112463	-75.27352	3315	47279	Urbano	A	Junín	Sierra	0.07
Pueblo Bajo 12268	Cali	3.426136	-76.508491	9640	181586	Urbano	A	Valle del Cauca	Pacífico	0.1
Sector Nuevo 12269	Cartagena	10.363387	-75.503864	784	9917	Urbano	C	Bolívar	Caribe	0.07
Anexo Norte 12270	Trujillo	-8.051338	-79.000466	1619	17896	Urbano	B	La Libertad	Costa	0.11
Pueblo Chico 12271	Cartagena	10.452616	-75.420244	1117	13454	Urbano	B	Bolívar	Caribe	0.1
Centro Grande 12272	Arequipa	-16.397612	-71.532772	714	8604	Urbano	C	Arequipa	Sierra	0.12
Sector Alto 12273	Arequipa	-16.442316	-71.597605	3129	946	Comercial	A	Arequipa	Sierra	0.11
Centro Alto 12274	Lima	-12.049429	-77.061493	573	6968	Urbano	C	Lima	Costa	0.13
Pueblo Central 12275	Lima	-11.955996	-76.985126	264	2909	Urbano	C	Lima	Costa	0.11
Centro Central 12276	El Alto	-16.466208	-68.181633	1800	21880	Urbano	B	La Paz	Altiplano	0.15
Anexo Este 12277	Barranquilla	11.021097	-74.842127	158	3142	Urbano	C	Atlántico	Caribe	0.12
Barrio Industrial 12278	Quito	-0.180855	-78.476085	1462	16144	Urbano	B	Pichincha	Sierra	0.08
Centro Sur 12279	Medellín	6.285073	-75.587915	3399	39181	Urbano	A	Antioquia	Andina	0.07
Zona Comercial Central 12280	Bogotá	4.759198	-74.047997	60	1106	Rural	C	Cundinamarca	Andina	0.1
Centro Nuevo 12281	Chiclayo	-6.757408	-79.912926	2589	44276	Urbano	A	Lambayeque	Costa	0.11
Distrito Chico 12282	Cuenca	-2.844821	-78.995905	766	9031	Urbano	C	Azuay	Sierra	0.05
Anexo Chico 12283	Chiclayo	-6.757947	-79.723516	4941	81796	Urbano	A	Lambayeque	Costa	0.07
Zona Comercial Oeste 12284	Cochabamba	-17.370212	-66.218501	1511	237	Comercial	B	Cochabamba	Valles	0.1
Distrito Viejo 12285	Cochabamba	-17.474449	-66.184664	2645	52211	Urbano	A	Cochabamba	Valles	0.15
Centro Chico 12286	Medellín	6.238296	-75.537911	3095	30376	Urbano	A	Antioquia	Andina	0.14
Urbanización Viejo 12287	Huancayo	-12.027292	-75.26071	557	5143	Urbano	C	Junín	Sierra	0.11
Sector Industrial 12288	Huancayo	-12.109178	-75.19329	899	7954	Urbano	B	Junín	Sierra	0.07
Caserío Este 12289	Quito	-0.233374	-78.48221	134	2089	Rural	C	Pichincha	Sierra	0.07
Villa Central 12290	Barranquilla	11.041895	-74.695001	4814	817	Comercial	A	Atlántico	Caribe	0.12
Pueblo Alto 12291	Trujillo	-8.074811	-79.030813	1804	17204	Urbano	B	La Libertad	Costa	0.08
Caserío Chico 12292	Medellín	6.23384	-75.513083	136	2451	Urbano	C	Antioquia	Andina	0.1
Zona Comercial Grande 12293	Cuenca	-2.890175	-79.002412	1446	839	Comercial	B	Azuay	Sierra	0.09
Villa Chico 12294	Chiclayo	-6.726712	-79.856416	50	697	Rural	C	Lambayeque	Costa	0.15
Villa Industrial 12295	Cusco	-13.584925	-71.8915	6819	86890	Urbano	A	Cusco	Sierra	0.13
Villa Oeste 12296	Arequipa	-16.431271	-71.568348	1024	16856	Urbano	B	Arequipa	Sierra	0.05
Caserío Alto 12297	Iquitos	-3.750599	-73.218505	6	144	Rural	C	Loreto	Selva	0.09
Barrio Grande 12298	Guayaquil	-2.114104	-79.905803	507	8617	Urbano	C	Guayas	Costa	0.1
Villa Norte 12299	Chiclayo	-6.771054	-79.856423	1880	21755	Urbano	B	Lambayeque	Costa	0.08
Distrito Chico 12300	Manta	-0.980239	-80.731466	238	2152	Urbano	C	Manabí	Costa	0.15
Centro Central 12301	Lima	-12.015933	-76.978504	2555	24886	Urbano	A	Lima	Costa	0.12
Caserío Sur 12302	Barranquilla	10.885819	-74.743062	26	1102	Rural	C	Atlántico	Caribe	0.12
Villa Industrial 12303	Medellín	6.249544	-75.628547	2125	25754	Urbano	A	Antioquia	Andina	0.14
Pueblo Central 12304	Barranquilla	11.026846	-74.76909	3360	49308	Urbano	A	Atlántico	Caribe	0.11
Distrito Sur 12305	Cartagena	10.276054	-75.475738	85	2937	Rural	C	Bolívar	Caribe	0.15
Sector Grande 12306	Bogotá	4.605488	-73.981513	6027	76078	Urbano	A	Cundinamarca	Andina	0.09
Pueblo Este 12307	Quito	-0.211427	-78.461154	138	1874	Rural	C	Pichincha	Sierra	0.06
Sector Industrial 12308	Barranquilla	10.962722	-74.782868	301	3323	Urbano	C	Atlántico	Caribe	0.1
Sector Central 12309	Lima	-12.060482	-77.045558	965	9162	Urbano	B	Lima	Costa	0.07
Barrio Nuevo 12310	Cuenca	-2.985933	-79.060209	97	1232	Rural	C	Azuay	Sierra	0.09
Villa Este 12311	Cali	3.400276	-76.431613	3611	54920	Urbano	A	Valle del Cauca	Pacífico	0.06
Centro Norte 12312	Bogotá	4.663501	-74.055927	2980	27076	Urbano	A	Cundinamarca	Andina	0.05
Barrio Alto 12313	Cusco	-13.567566	-71.959812	180	2173	Urbano	C	Cusco	Sierra	0.06
Centro Industrial 12314	Huancayo	-12.136914	-75.268037	4991	64339	Urbano	A	Junín	Sierra	0.11
Urbanización Alto 12315	Manta	-0.966986	-80.783094	592	7458	Urbano	C	Manabí	Costa	0.08
Urbanización Central 12316	Iquitos	-3.70234	-73.264252	433	4825	Urbano	C	Loreto	Selva	0.07
Pueblo Nuevo 12317	La Paz	-16.507816	-68.251708	5094	72784	Urbano	A	La Paz	Altiplano	0.14
Sector Sur 12318	Cartagena	10.441575	-75.520347	1662	18157	Urbano	B	Bolívar	Caribe	0.06
Centro Grande 12319	Cali	3.39008	-76.531992	12424	110172	Urbano	A	Valle del Cauca	Pacífico	0.15
Zona Comercial Viejo 12320	Guayaquil	-2.128343	-79.889379	2196	18482	Urbano	A	Guayas	Costa	0.05
Zona Comercial Norte 12321	Cochabamba	-17.382657	-66.197979	3266	49853	Urbano	A	Cochabamba	Valles	0.1
Caserío Industrial 12322	Arequipa	-16.303195	-71.616891	33	566	Rural	C	Arequipa	Sierra	0.14
Distrito Central 12323	Guayaquil	-2.203135	-79.982955	3246	35381	Urbano	A	Guayas	Costa	0.12
Sector Grande 12324	Cochabamba	-17.284933	-66.144564	825	12606	Urbano	B	Cochabamba	Valles	0.14
Barrio Sur 12325	El Alto	-16.504619	-68.156227	7301	66531	Urbano	A	La Paz	Altiplano	0.06
Villa Nuevo 12326	Arequipa	-16.375454	-71.561596	4868	46959	Urbano	A	Arequipa	Sierra	0.12
Urbanización Nuevo 12327	Iquitos	-3.708782	-73.157449	1411	17813	Urbano	B	Loreto	Selva	0.07
Centro Norte 12328	Chiclayo	-6.743751	-79.938198	1996	514	Comercial	B	Lambayeque	Costa	0.11
Sector Central 12329	Cusco	-13.480101	-71.932599	205	3883	Urbano	C	Cusco	Sierra	0.08
Villa Viejo 12330	Arequipa	-16.387234	-71.458713	4728	40212	Urbano	A	Arequipa	Sierra	0.08
Distrito Este 12331	Medellín	6.235232	-75.632134	1565	775	Comercial	B	Antioquia	Andina	0.12
Villa Central 12332	Chiclayo	-6.732727	-79.760996	1966	34276	Urbano	B	Lambayeque	Costa	0.15
Villa Alto 12333	Medellín	6.205414	-75.640739	5090	55341	Urbano	A	Antioquia	Andina	0.08
Centro Viejo 12334	Medellín	6.205659	-75.517648	1110	18265	Urbano	B	Antioquia	Andina	0.14
Pueblo Chico 12335	Cusco	-13.594181	-71.868109	7608	83577	Urbano	A	Cusco	Sierra	0.09
Anexo Central 12336	Medellín	6.226947	-75.586174	3327	53819	Urbano	A	Antioquia	Andina	0.14
Anexo Nuevo 12337	Arequipa	-16.463962	-71.55509	27	853	Rural	C	Arequipa	Sierra	0.14
Anexo Bajo 12338	La Paz	-16.507516	-68.194143	575	7733	Urbano	C	La Paz	Altiplano	0.11
